id,title,predictions_num,Unique_predictors,Response_date,publish_time,resolved_time,number_of_forecasters,prediction_count,q1,q2,q3,avg,w_avg,var,Result
3486,Will Donald Trump's first term end before the next supreme court appointment?,166,80,2020-06-10 04:23:13.135268,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.75,0.85,0.91,0.776,0.833,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,167,80,2020-06-11 22:52:25.054570,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.75,0.85,0.93,0.777,0.839,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,168,81,2020-06-14 03:47:23.804589,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.77,0.87,0.95,0.78,0.848,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,172,81,2020-06-15 14:11:15.237086,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.78,0.86,0.95,0.781,0.848,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,173,81,2020-06-17 19:51:00.269869,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.78,0.86,0.95,0.781,0.848,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,177,82,2020-06-18 17:26:34.750591,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.79,0.88,0.95,0.783,0.854,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,178,82,2020-06-21 17:42:57.157438,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.79,0.88,0.95,0.783,0.854,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,179,82,2020-06-21 23:53:01.775933,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.93,0.785,0.857,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,180,82,2020-06-26 18:09:38.274399,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.93,0.785,0.857,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,183,84,2020-06-27 08:07:01.836183,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.82,0.9,0.94,0.789,0.866,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,184,84,2020-06-30 15:06:07.396917,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.82,0.9,0.94,0.789,0.866,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,185,84,2020-07-01 16:31:19.103853,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.83,0.9,0.93,0.793,0.869,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,186,84,2020-07-06 16:42:37.248227,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.83,0.9,0.93,0.793,0.871,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,188,84,2020-07-08 03:13:36.473453,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.85,0.9,0.93,0.794,0.872,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,195,87,2020-07-10 01:58:28.832280,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.85,0.9,0.93,0.798,0.873,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,196,88,2020-07-13 20:15:26.664097,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.86,0.9,0.93,0.801,0.879,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,203,89,2020-07-15 13:46:26.964812,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.92,0.797,0.86,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,211,92,2020-07-17 16:31:59.506097,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.81,0.9,0.92,0.802,0.869,0.017,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,228,97,2020-07-19 12:39:03.717677,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.75,0.83,0.9,0.791,0.796,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,229,97,2020-07-24 22:39:22.403914,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.75,0.83,0.9,0.791,0.796,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,230,97,2020-07-30 00:16:11.923965,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.75,0.82,0.88,0.79,0.795,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,250,108,2020-08-01 15:26:51.966578,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.85,0.91,0.8,0.835,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,254,110,2020-08-04 10:11:14.574780,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.81,0.85,0.9,0.801,0.838,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,255,110,2020-08-10 20:41:26.409142,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.81,0.85,0.9,0.801,0.838,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,257,110,2020-08-12 19:11:08.286054,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.81,0.85,0.9,0.801,0.841,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,259,111,2020-08-14 21:58:21.417193,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.85,0.91,0.802,0.842,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,264,112,2020-08-16 22:17:57.006470,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.91,0.804,0.85,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,265,113,2020-08-20 04:29:15.475401,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.86,0.91,0.804,0.848,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,266,114,2020-08-20 04:41:35.942277,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.91,0.805,0.855,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,267,114,2020-08-25 08:56:17.931844,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.91,0.806,0.855,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,268,114,2020-08-29 06:29:27.109843,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.91,0.806,0.855,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,269,115,2020-09-15 03:38:48.211816,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.86,0.91,0.805,0.847,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,270,115,2020-09-16 07:57:51.865016,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.88,0.92,0.806,0.852,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,271,115,2020-09-18 13:19:07.369220,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.8,0.9,0.93,0.806,0.857,0.018,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,385,136,2020-09-20 06:21:38.961674,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.15,0.33,0.4,0.6,0.314,0.08,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,476,164,2020-09-22 02:28:19.296773,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.14,0.2,0.29,0.505,0.234,0.092,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,537,167,2020-09-23 22:57:18.439404,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.14,0.2,0.461,0.171,0.103,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,559,171,2020-09-25 20:52:55.325877,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.06,0.1,0.2,0.439,0.149,0.107,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,586,177,2020-09-27 18:51:07.503483,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.1,0.18,0.407,0.139,0.109,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,612,184,2020-09-29 18:56:53.244482,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.05,0.1,0.15,0.379,0.108,0.109,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,624,185,2020-10-01 17:47:35.206739,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.05,0.12,0.17,0.372,0.129,0.108,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,670,191,2020-10-03 19:39:57.601201,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.14,0.182,0.363,0.163,0.1,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,681,192,2020-10-05 03:07:43.422196,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.15,0.2,0.362,0.171,0.098,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,687,193,2020-10-07 06:11:28.836842,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.15,0.2,0.362,0.169,0.097,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,690,194,2020-10-09 09:44:25.619113,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.15,0.2,0.361,0.167,0.097,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,693,194,2020-10-11 18:51:46.944392,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.1,0.14,0.2,0.361,0.158,0.097,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,717,196,2020-10-14 07:01:48.208544,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.05,0.1,0.15,0.35,0.12,0.1,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,756,202,2020-10-17 00:18:45.401871,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.02,0.05,0.09,0.329,0.071,0.103,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,768,204,2020-10-19 01:53:48.936393,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.02,0.05,0.09,0.327,0.073,0.103,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,775,205,2020-10-21 17:43:03.740557,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.02,0.05,0.1,0.324,0.073,0.103,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,787,207,2020-10-24 07:32:41.187234,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.02,0.05,0.09,0.319,0.068,0.104,0.0
3486,Will Donald Trump's first term end before the next supreme court appointment?,826,216,2020-10-26 21:35:15.729208,2020-01-14T08:00:00Z,2020-10-27T00:45:00Z,216,865,0.01,0.02,0.04,0.299,0.038,0.106,0.0
3487,Will the average world temperature in 2020 be higher than in 2019?,2,1,2020-01-14 16:27:18.409230,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.59,0.59,0.59,0.59,0.59,0.0,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,32,24,2020-01-16 08:09:47.950797,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.5,0.52,0.58,0.561,0.523,0.028,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,54,40,2020-01-18 22:44:23.802266,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.45,0.55,0.6,0.558,0.541,0.03,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,55,41,2020-01-20 16:47:28.426314,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.558,0.514,0.028,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,61,43,2020-01-23 05:39:17.574350,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.55,0.532,0.029,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,62,43,2020-01-30 22:25:24.582258,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.55,0.532,0.029,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,65,45,2020-02-01 21:55:54.711237,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.45,0.55,0.6,0.551,0.537,0.028,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,67,46,2020-02-04 07:20:33.794606,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.49,0.55,0.61,0.554,0.549,0.028,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,68,47,2020-02-13 21:03:41.530199,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.56,0.73,0.559,0.566,0.028,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,70,49,2020-02-14 16:05:41.011476,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.56,0.62,0.558,0.564,0.027,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,71,49,2020-02-17 09:54:08.280417,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.56,0.62,0.558,0.564,0.027,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,73,50,2020-02-18 19:16:41.013779,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.5,0.61,0.55,0.547,0.026,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,74,52,2020-02-21 13:25:36.160602,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.56,0.62,0.553,0.561,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,75,52,2020-02-23 21:51:30.090714,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.56,0.62,0.553,0.561,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,76,53,2020-02-26 14:41:32.040390,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.49,0.52,0.62,0.552,0.558,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,77,53,2020-02-29 15:31:12.062664,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.47,0.52,0.61,0.553,0.551,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,78,54,2020-03-09 20:22:26.272722,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.48,0.52,0.63,0.554,0.557,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,80,56,2020-03-11 01:06:56.405343,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.47,0.52,0.62,0.551,0.544,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,82,58,2020-03-14 02:44:30.862705,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.545,0.521,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,83,58,2020-03-17 00:54:38.471172,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.545,0.518,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,84,58,2020-03-21 01:35:45.700227,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.545,0.518,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,87,59,2020-03-23 19:50:35.985315,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.52,0.62,0.548,0.533,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,88,59,2020-03-27 09:59:41.195200,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.52,0.62,0.548,0.533,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,89,61,2020-03-27 22:01:16.709025,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.45,0.52,0.63,0.55,0.543,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,90,62,2020-03-31 14:22:51.670412,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.5,0.63,0.548,0.536,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,94,62,2020-04-03 16:09:54.288407,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.5,0.63,0.548,0.533,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,96,62,2020-04-05 07:41:36.989128,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.5,0.63,0.548,0.533,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,97,62,2020-04-14 01:39:43.397394,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.44,0.5,0.63,0.548,0.533,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,106,64,2020-04-16 08:27:13.972679,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.52,0.6,0.55,0.502,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,109,66,2020-04-19 14:54:26.000129,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.42,0.52,0.6,0.55,0.512,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,121,71,2020-04-22 16:37:22.844018,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.42,0.5,0.6,0.555,0.516,0.021,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,123,73,2020-04-24 08:59:45.335210,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.548,0.488,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,124,73,2020-04-28 08:55:27.692516,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.4,0.5,0.6,0.548,0.488,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,127,74,2020-05-01 20:45:22.972610,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.42,0.52,0.66,0.554,0.515,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,128,74,2020-05-07 03:34:09.473296,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.42,0.52,0.66,0.554,0.515,0.024,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,129,76,2020-06-01 21:54:53.943899,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.45,0.52,0.6,0.553,0.515,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,130,77,2020-06-04 02:41:35.523916,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.45,0.52,0.6,0.553,0.518,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,131,78,2020-06-08 11:21:33.300739,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.49,0.522,0.62,0.554,0.524,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,134,78,2020-06-09 22:39:53.013942,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.5,0.53,0.61,0.555,0.527,0.023,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,135,78,2020-06-12 18:03:35.300467,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.5,0.55,0.61,0.56,0.556,0.025,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,200,102,2020-06-15 13:59:33.353096,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.73,0.85,0.9,0.673,0.808,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,202,103,2020-06-17 04:47:50.435359,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.79,0.85,0.9,0.675,0.811,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,203,103,2020-06-19 14:51:59.623240,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.79,0.85,0.9,0.676,0.816,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,205,105,2020-06-20 18:26:33.159787,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.83,0.9,0.673,0.774,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,206,106,2020-06-26 18:44:28.347338,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.85,0.9,0.676,0.785,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,207,106,2020-06-28 13:47:13.737672,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.85,0.9,0.676,0.785,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,208,106,2020-07-01 23:35:00.440105,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.83,0.9,0.678,0.786,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,209,106,2020-07-04 19:23:21.907266,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.83,0.9,0.678,0.786,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,210,107,2020-07-12 16:47:08.046635,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.7,0.85,0.92,0.682,0.8,0.045,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,213,108,2020-07-14 03:45:21.872045,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.85,0.94,0.686,0.812,0.045,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,214,109,2020-07-16 11:45:53.958831,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.86,0.92,0.688,0.816,0.045,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,229,112,2020-07-19 12:39:56.945550,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.76,0.85,0.9,0.693,0.819,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,230,113,2020-07-20 23:23:45.232524,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.76,0.85,0.9,0.695,0.821,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,231,113,2020-07-28 11:44:39.083339,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.76,0.85,0.9,0.695,0.821,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,232,114,2020-08-01 15:57:07.651756,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.9,0.695,0.81,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,234,114,2020-08-03 08:16:09.434548,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.83,0.89,0.696,0.813,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,236,114,2020-08-06 01:39:09.868685,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.76,0.83,0.89,0.696,0.812,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,237,114,2020-08-11 08:08:45.982697,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.76,0.83,0.89,0.696,0.812,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,238,114,2020-08-17 18:12:07.111693,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.89,0.696,0.81,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,241,116,2020-08-20 23:45:45.063152,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.89,0.701,0.813,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,242,116,2020-08-31 22:20:52.504650,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.89,0.701,0.813,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,243,116,2020-09-07 13:34:11.105028,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.88,0.701,0.805,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,244,116,2020-09-08 00:40:32.297115,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.88,0.702,0.801,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,245,117,2020-09-25 06:01:06.047306,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.89,0.704,0.805,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,246,117,2020-09-28 22:38:53.380041,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.89,0.704,0.805,0.043,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,248,118,2020-09-30 07:35:46.447096,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.9,0.706,0.813,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,249,119,2020-10-02 19:04:57.387029,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.9,0.705,0.803,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,251,119,2020-10-03 23:52:27.353191,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.9,0.704,0.795,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,252,119,2020-10-06 12:35:03.957562,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.89,0.705,0.8,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,253,119,2020-10-09 08:58:47.014001,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.89,0.705,0.8,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,254,120,2020-10-15 14:13:08.498214,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.88,0.706,0.802,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,255,120,2020-10-19 23:41:02.108183,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.8,0.88,0.71,0.806,0.041,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,256,121,2020-10-22 00:28:06.884952,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.75,0.82,0.9,0.712,0.812,0.041,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,268,123,2020-10-23 16:37:30.311048,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.77,0.85,0.9,0.716,0.83,0.042,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,282,127,2020-10-26 22:29:46.547628,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.83,0.9,0.95,0.73,0.88,0.044,1.0
3487,Will the average world temperature in 2020 be higher than in 2019?,284,128,2020-10-28 23:01:08.004952,2020-01-14T08:00:00Z,2021-01-16T16:53:00Z,171,457,0.85,0.9,0.95,0.734,0.885,0.044,1.0
